timestamp,log_source,event_type,src_ip,dest_ip,user,action,bytes_in,bytes_out,dest_port,protocol,description,event_id,mitre_tactic,mitre_tech
2025-02-20 09:09:07,proxy01,web_request,10.0.2.15,93.184.216.34,mmartinez,allowed,21551,9042,443,HTTPS,Normal user web browsing,3,,
2025-02-20 09:19:30,proxy01,web_request,10.0.1.77,151.101.1.140,tjones,allowed,27280,3868,443,HTTPS,Normal user web browsing,3,,
2025-02-20 09:25:58,webserver01,authentication,10.0.0.51,10.0.1.10,bwilson,failed,247,108,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 09:26:09,webserver01,authentication,10.0.0.64,10.0.1.10,mmartinez,failed,335,101,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 09:26:55,firewall01,network,10.0.0.80,142.250.80.46,mmartinez,allowed,74812,46789,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 09:34:55,proxy01,web_request,10.0.3.19,93.184.216.34,bwilson,allowed,58545,8381,443,HTTPS,Normal user web browsing,3,,
2025-02-20 09:44:46,firewall01,network,10.0.0.73,13.107.42.14,alee,allowed,187554,16405,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 09:48:47,proxy01,web_request,10.0.2.71,93.184.216.34,tjones,allowed,54986,6881,443,HTTPS,Normal user web browsing,3,,
2025-02-20 09:48:59,firewall01,network,10.0.0.78,142.250.80.46,mmartinez,allowed,69662,19609,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 09:51:11,firewall01,network,10.0.0.53,13.107.42.14,alee,allowed,75829,8329,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 09:54:47,firewall01,network,10.0.0.75,13.107.42.14,mmartinez,allowed,131893,33952,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 09:56:24,webserver01,authentication,10.0.0.66,10.0.1.10,mmartinez,failed,233,144,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 09:59:30,firewall01,network,10.0.0.42,13.107.42.14,alee,allowed,23164,41530,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 09:59:58,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,233,104,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:01:01,proxy01,web_request,10.0.2.41,151.101.1.140,mmartinez,allowed,67031,9698,443,HTTPS,Normal user web browsing,3,,
2025-02-20 10:01:04,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,182,128,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:02:04,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,228,110,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:02:55,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,225,99,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:04:01,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,233,114,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:05:03,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,208,111,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:05:58,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,214,107,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:06:48,proxy01,web_request,10.0.2.42,151.101.1.140,mmartinez,allowed,6231,8622,443,HTTPS,Normal user web browsing,3,,
2025-02-20 10:07:02,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,183,104,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:08:00,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,231,126,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:08:57,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,239,88,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:09:17,firewall01,network,10.0.0.40,8.8.8.8,alee,allowed,16497,16754,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 10:10:04,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,248,81,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:11:01,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,183,85,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:12:05,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,234,88,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:13:02,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,203,83,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:13:14,firewall01,network,10.0.0.38,13.107.42.14,bwilson,allowed,37941,32862,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 10:13:59,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,228,100,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:14:58,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,238,100,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:16:00,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,228,97,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:16:05,firewall01,network,10.0.0.35,142.250.80.46,tjones,allowed,131803,48750,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 10:17:01,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,212,85,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:18:02,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,182,127,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:19:03,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,186,102,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:19:06,firewall01,network,10.0.0.25,13.107.42.14,alee,allowed,10443,39073,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 10:19:58,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,188,129,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:21:05,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,185,128,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:21:55,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,211,92,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:22:55,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,199,95,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:23:57,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,240,122,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:24:56,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,207,109,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:24:58,firewall01,network,10.0.0.24,8.8.8.8,alee,allowed,100619,25557,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 10:25:50,proxy01,web_request,10.0.3.26,151.101.1.140,alee,allowed,68532,2989,443,HTTPS,Normal user web browsing,3,,
2025-02-20 10:25:59,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,227,90,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:27:04,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,194,129,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:27:57,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,219,86,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:29:04,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,183,99,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:30:04,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,228,105,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:30:58,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,189,117,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:31:26,firewall01,network,10.0.0.86,142.250.80.46,tjones,allowed,81984,33827,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 10:32:05,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,211,86,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:32:59,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,195,130,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:34:04,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,185,102,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:35:03,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,234,122,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:36:00,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,188,112,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:37:05,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,223,80,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:37:05,proxy01,web_request,10.0.3.79,93.184.216.34,bwilson,allowed,62898,6661,443,HTTPS,Normal user web browsing,3,,
2025-02-20 10:37:24,proxy01,web_request,10.0.3.61,23.45.67.89,bwilson,allowed,64614,2442,443,HTTPS,Normal user web browsing,3,,
2025-02-20 10:38:01,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,242,86,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:39:01,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,226,120,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:40:02,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,199,107,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:40:57,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,246,121,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:41:47,proxy01,web_request,10.0.1.56,93.184.216.34,mmartinez,allowed,6854,9751,443,HTTPS,Normal user web browsing,3,,
2025-02-20 10:41:59,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,248,129,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:42:23,proxy01,web_request,10.0.3.64,151.101.1.140,bwilson,allowed,18006,4404,443,HTTPS,Normal user web browsing,3,,
2025-02-20 10:43:02,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,239,107,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:44:04,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,214,100,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:44:58,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,191,97,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:46:02,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,211,128,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:47:02,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,228,101,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:47:27,proxy01,web_request,10.0.2.39,93.184.216.34,tjones,allowed,46359,2958,443,HTTPS,Normal user web browsing,3,,
2025-02-20 10:47:55,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,243,100,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:48:57,proxy01,web_request,10.0.2.55,192.0.2.200,CORP\wsmith,allowed,242,93,80,HTTP,GET /update.php?id=ae3f HTTP/1.1 Host:192.0.2.200 – periodic beacon,3,Command and Control,T1071.001 – Web Protocols
2025-02-20 10:51:46,proxy01,web_request,10.0.2.51,93.184.216.34,alee,allowed,72449,1018,443,HTTPS,Normal user web browsing,3,,
2025-02-20 10:58:08,firewall01,network,10.0.0.71,13.107.42.14,mmartinez,allowed,155335,13341,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 11:00:51,firewall01,network,10.0.0.23,8.8.8.8,mmartinez,allowed,56810,43049,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 11:02:01,proxy01,web_request,10.0.2.23,93.184.216.34,mmartinez,allowed,58955,9117,443,HTTPS,Normal user web browsing,3,,
2025-02-20 11:06:04,proxy01,web_request,10.0.1.16,151.101.1.140,alee,allowed,19953,2070,443,HTTPS,Normal user web browsing,3,,
2025-02-20 11:07:44,proxy01,web_request,10.0.2.80,151.101.1.140,mmartinez,allowed,64473,5438,443,HTTPS,Normal user web browsing,3,,
2025-02-20 11:13:46,proxy01,web_request,10.0.2.53,151.101.1.140,mmartinez,allowed,77848,1166,443,HTTPS,Normal user web browsing,3,,
2025-02-20 11:17:34,proxy01,web_request,10.0.3.73,23.45.67.89,alee,allowed,11764,4335,443,HTTPS,Normal user web browsing,3,,
2025-02-20 11:19:08,firewall01,network,10.0.0.25,142.250.80.46,tjones,allowed,188799,21353,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 11:29:29,proxy01,web_request,10.0.1.86,23.45.67.89,tjones,allowed,14150,5526,443,HTTPS,Normal user web browsing,3,,
2025-02-20 11:36:09,webserver01,authentication,10.0.0.54,10.0.1.10,mmartinez,failed,317,140,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 11:38:50,proxy01,web_request,10.0.2.19,23.45.67.89,bwilson,allowed,24887,3444,443,HTTPS,Normal user web browsing,3,,
2025-02-20 11:42:36,firewall01,network,10.0.0.62,13.107.42.14,alee,allowed,118992,9080,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 11:46:54,proxy01,web_request,10.0.2.70,93.184.216.34,alee,allowed,77255,3369,443,HTTPS,Normal user web browsing,3,,
2025-02-20 11:52:10,proxy01,web_request,10.0.1.79,93.184.216.34,tjones,allowed,39816,3330,443,HTTPS,Normal user web browsing,3,,
2025-02-20 11:57:00,proxy01,web_request,10.0.1.22,151.101.1.140,tjones,allowed,44251,1474,443,HTTPS,Normal user web browsing,3,,
2025-02-20 11:58:19,firewall01,network,10.0.0.85,8.8.8.8,alee,allowed,161149,17457,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 12:01:28,firewall01,network,10.0.0.47,13.107.42.14,alee,allowed,54483,48178,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 12:15:58,proxy01,web_request,10.0.3.48,23.45.67.89,alee,allowed,40683,9199,443,HTTPS,Normal user web browsing,3,,
2025-02-20 12:30:30,proxy01,web_request,10.0.1.26,23.45.67.89,mmartinez,allowed,18154,8213,443,HTTPS,Normal user web browsing,3,,
2025-02-20 12:42:08,proxy01,web_request,10.0.1.20,93.184.216.34,alee,allowed,69038,4937,443,HTTPS,Normal user web browsing,3,,
2025-02-20 12:50:04,firewall01,network,10.0.0.60,142.250.80.46,alee,allowed,153621,34223,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 12:54:08,proxy01,web_request,10.0.2.54,151.101.1.140,alee,allowed,64682,6272,443,HTTPS,Normal user web browsing,3,,
2025-02-20 12:54:54,proxy01,web_request,10.0.2.66,93.184.216.34,bwilson,allowed,61626,6280,443,HTTPS,Normal user web browsing,3,,
2025-02-20 12:54:59,firewall01,network,10.0.0.30,8.8.8.8,tjones,allowed,70623,30102,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 13:01:17,firewall01,network,10.0.0.74,13.107.42.14,bwilson,allowed,39327,9931,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 13:01:36,proxy01,web_request,10.0.2.21,93.184.216.34,bwilson,allowed,65482,2924,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:01:45,firewall01,network,10.0.0.38,142.250.80.46,tjones,allowed,20965,25202,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 13:09:04,proxy01,web_request,10.0.3.16,23.45.67.89,alee,allowed,42512,4770,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:11:07,webserver01,authentication,10.0.0.57,10.0.1.10,bwilson,failed,220,153,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 13:13:55,proxy01,web_request,10.0.2.47,93.184.216.34,alee,allowed,40976,1132,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:14:42,proxy01,web_request,10.0.1.32,151.101.1.140,alee,allowed,41458,3973,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:19:40,proxy01,web_request,10.0.2.72,93.184.216.34,alee,allowed,50607,7690,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:20:53,proxy01,web_request,10.0.2.64,23.45.67.89,mmartinez,allowed,64878,5949,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:24:58,webserver01,authentication,10.0.0.52,10.0.1.10,tjones,failed,303,115,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 13:29:42,proxy01,web_request,10.0.2.13,93.184.216.34,tjones,allowed,7719,5415,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:31:07,proxy01,web_request,10.0.3.89,93.184.216.34,alee,allowed,64049,8253,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:31:32,proxy01,web_request,10.0.2.38,23.45.67.89,tjones,allowed,37850,3240,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:36:09,firewall01,network,10.0.0.58,142.250.80.46,bwilson,allowed,89658,23803,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 13:39:14,webserver01,authentication,10.0.0.68,10.0.1.10,bwilson,failed,218,168,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 13:41:36,proxy01,web_request,10.0.1.43,23.45.67.89,bwilson,allowed,25585,4929,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:43:06,proxy01,web_request,10.0.1.90,23.45.67.89,bwilson,allowed,45492,8222,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:43:56,firewall01,network,10.0.0.44,13.107.42.14,alee,allowed,139598,31191,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 13:53:44,proxy01,web_request,10.0.1.73,23.45.67.89,mmartinez,allowed,71698,5479,443,HTTPS,Normal user web browsing,3,,
2025-02-20 13:59:00,webserver01,authentication,10.0.0.68,10.0.1.10,mmartinez,failed,266,126,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 13:59:10,proxy01,web_request,10.0.3.69,151.101.1.140,bwilson,allowed,29586,9494,443,HTTPS,Normal user web browsing,3,,
2025-02-20 14:04:14,firewall01,network,10.0.0.33,142.250.80.46,alee,allowed,172702,15128,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 14:05:45,webserver01,authentication,10.0.0.72,10.0.1.10,mmartinez,failed,261,133,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 14:07:26,firewall01,network,10.0.0.59,8.8.8.8,tjones,allowed,48627,6600,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 14:16:29,proxy01,web_request,10.0.3.70,151.101.1.140,bwilson,allowed,35340,5720,443,HTTPS,Normal user web browsing,3,,
2025-02-20 14:17:09,proxy01,web_request,10.0.2.72,151.101.1.140,bwilson,allowed,17196,5820,443,HTTPS,Normal user web browsing,3,,
2025-02-20 14:17:23,firewall01,network,10.0.0.39,13.107.42.14,bwilson,allowed,106787,43175,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 14:18:59,firewall01,network,10.0.0.39,13.107.42.14,tjones,allowed,26837,32188,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 14:26:05,proxy01,web_request,10.0.2.68,93.184.216.34,tjones,allowed,39675,4241,443,HTTPS,Normal user web browsing,3,,
2025-02-20 14:33:04,firewall01,network,10.0.0.58,13.107.42.14,mmartinez,allowed,184821,31764,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 14:35:43,proxy01,web_request,10.0.3.77,23.45.67.89,mmartinez,allowed,18176,4180,443,HTTPS,Normal user web browsing,3,,
2025-02-20 14:36:31,proxy01,web_request,10.0.2.85,23.45.67.89,alee,allowed,24476,8316,443,HTTPS,Normal user web browsing,3,,
2025-02-20 14:42:15,firewall01,network,10.0.0.62,142.250.80.46,tjones,allowed,79941,15433,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 14:45:42,proxy01,web_request,10.0.3.33,93.184.216.34,tjones,allowed,68464,5530,443,HTTPS,Normal user web browsing,3,,
2025-02-20 14:50:37,webserver01,authentication,10.0.0.79,10.0.1.10,bwilson,failed,202,158,22,SSH,Incorrect password – likely typo,4625,,
2025-02-20 15:01:08,firewall01,network,10.0.0.36,13.107.42.14,mmartinez,allowed,52357,33956,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 15:01:59,proxy01,web_request,10.0.2.53,23.45.67.89,mmartinez,allowed,5336,5634,443,HTTPS,Normal user web browsing,3,,
2025-02-20 15:02:20,firewall01,network,10.0.0.55,142.250.80.46,alee,allowed,188131,40141,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 15:10:00,firewall01,network,10.0.0.33,142.250.80.46,bwilson,allowed,133388,19577,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 15:20:27,firewall01,network,10.0.0.88,13.107.42.14,tjones,allowed,105478,33265,443,HTTPS,Normal outbound web traffic,5156,,
2025-02-20 15:22:59,proxy01,web_request,10.0.3.48,93.184.216.34,tjones,allowed,20525,7818,443,HTTPS,Normal user web browsing,3,,
2025-02-20 15:45:29,proxy01,web_request,10.0.3.78,151.101.1.140,mmartinez,allowed,68956,9864,443,HTTPS,Normal user web browsing,3,,
2025-02-20 15:54:55,proxy01,web_request,10.0.1.40,23.45.67.89,alee,allowed,35613,7730,443,HTTPS,Normal user web browsing,3,,
